chunk,route_id,segment_id,segment_path,video_path,video_size_bytes,has_raw_log_bz2,has_preview_png,has_frame_times,frame_times_shape,has_frame_positions,frame_positions_shape,has_frame_velocities,frame_velocities_shape,has_frame_orientations,frame_orientations_shape,frame_count,start_time_s,end_time_s,duration_s,estimated_fps,timestamps_monotonic,mean_speed_mps,max_speed_mps,usable,issue,split
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,5,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/5,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/5/video.hevc,37462606,True,True,True,1046,True,1046x3,True,1046x3,True,1046x4,1046,1490147.771045,1490207.7702,59.999155,17.416912,True,12.311321,20.920361,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,6,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/6,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/6/video.hevc,37382926,True,True,True,1064,True,1064x3,True,1064x3,True,1064x4,1064,1490207.820205,1490267.769354,59.949149,17.731695,True,3.536846,16.415946,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,7,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/7,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/7/video.hevc,37412238,True,True,True,1051,True,1051x3,True,1051x3,True,1051x4,1051,1490267.819353,1490327.768519,59.949166,17.514839,True,11.700725,22.158207,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,8,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/8,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/8/video.hevc,37444478,True,True,True,1053,True,1053x3,True,1053x3,True,1053x4,1053,1490327.818511,1490387.767672,59.949161,17.548202,True,26.954439,30.736888,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,9,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/9,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/9/video.hevc,37456094,True,True,True,1037,True,1037x3,True,1037x3,True,1037x4,1037,1490387.817671,1490447.766827,59.949156,17.281311,True,30.43054,30.793378,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,10,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/10,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/10/video.hevc,37443006,True,True,True,1049,True,1049x3,True,1049x3,True,1049x4,1049,1490447.81686,1490507.765999,59.949139,17.481485,True,30.111045,30.834203,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,11,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/11,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/11/video.hevc,37361230,True,True,True,1060,True,1060x3,True,1060x3,True,1060x4,1060,1490507.815983,1490567.765154,59.949171,17.664965,True,30.407296,30.806014,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,12,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/12,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/12/video.hevc,37427454,True,True,True,1077,True,1077x3,True,1077x3,True,1077x4,1077,1490567.815142,1490627.764304,59.949162,17.948541,True,15.727412,30.945149,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,13,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/13,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/13/video.hevc,37499838,True,True,True,1046,True,1046x3,True,1046x3,True,1046x4,1046,1490627.814294,1490687.763472,59.949178,17.431432,True,3.168457,10.21163,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,14,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/14,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/14/video.hevc,37499886,True,True,True,1077,True,1077x3,True,1077x3,True,1077x4,1077,1490687.813453,1490747.762612,59.949159,17.948542,True,2.600734,4.590027,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,15,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/15,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/15/video.hevc,37517150,True,True,True,1101,True,1101x3,True,1101x3,True,1101x4,1101,1490747.81261,1490807.761768,59.949158,18.348882,True,2.220378,5.253932,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,16,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/16,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/16/video.hevc,37498990,True,True,True,1059,True,1059x3,True,1059x3,True,1059x4,1059,1490807.811784,1490867.710925,59.899141,17.663025,True,2.717033,4.688269,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,17,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/17,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/17/video.hevc,37488142,True,True,True,1086,True,1086x3,True,1086x3,True,1086x4,1086,1490867.810927,1490927.760096,59.949169,18.098666,True,2.772705,5.904516,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,18,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/18,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/18/video.hevc,37358302,True,True,True,1114,True,1114x3,True,1114x3,True,1114x4,1114,1490927.810088,1490987.759234,59.949146,18.565736,True,1.607782,3.841409,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,19,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/19,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/19/video.hevc,37538974,True,True,True,1098,True,1098x3,True,1098x3,True,1098x4,1098,1490987.809238,1491047.75839,59.949152,18.298841,True,2.029881,5.025027,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,20,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/20,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/20/video.hevc,37386702,True,True,True,1078,True,1078x3,True,1078x3,True,1078x4,1078,1491047.808394,1491107.757552,59.949158,17.965223,True,3.127807,6.703234,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,21,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/21,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/21/video.hevc,37443054,True,True,True,1105,True,1105x3,True,1105x3,True,1105x4,1105,1491107.807555,1491167.756711,59.949156,18.415605,True,1.907431,4.386989,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,22,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/22,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/22/video.hevc,37508846,True,True,True,1098,True,1098x3,True,1098x3,True,1098x4,1098,1491167.806714,1491227.755877,59.949163,18.298838,True,1.453555,4.452408,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,23,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/23,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/23/video.hevc,37466334,True,True,True,1109,True,1109x3,True,1109x3,True,1109x4,1109,1491227.805882,1491287.755026,59.949144,18.482332,True,14.577999,28.88821,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,24,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/24,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/24/video.hevc,37412910,True,True,True,1104,True,1104x3,True,1104x3,True,1104x4,1104,1491287.855034,1491347.754178,59.899144,18.414287,True,29.424918,30.528316,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,25,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/25,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/25/video.hevc,37509630,True,True,True,1067,True,1067x3,True,1067x3,True,1067x4,1067,1491347.804181,1491407.753344,59.949163,17.781733,True,30.834538,32.81791,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,26,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/26,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/26/video.hevc,37406510,True,True,True,1088,True,1088x3,True,1088x3,True,1088x4,1088,1491407.803341,1491467.752506,59.949165,18.132029,True,32.058977,32.98855,True,ok,train
Chunk_9,99c94dc769b5d96e|2018-10-12--20-13-54,27,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/27,Chunk_9/99c94dc769b5d96e|2018-10-12--20-13-54/27/video.hevc,37401934,True,True,True,1180,True,1180x3,True,1180x3,True,1180x4,1180,1491467.802508,1491527.751651,59.949143,19.66667,True,34.990276,37.077233,True,ok,train
