chunk,route_id,segment_id,segment_path,video_path,video_size_bytes,has_raw_log_bz2,has_preview_png,has_frame_times,frame_times_shape,has_frame_positions,frame_positions_shape,has_frame_velocities,frame_velocities_shape,has_frame_orientations,frame_orientations_shape,frame_count,start_time_s,end_time_s,duration_s,estimated_fps,timestamps_monotonic,mean_speed_mps,max_speed_mps,usable,issue,split
Chunk_6,99c94dc769b5d96e|2018-07-09--11-25-27,5,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/5,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/5/video.hevc,37455630,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,82451.846274,82511.795421,59.949147,20.000285,True,14.695835,20.231103,True,ok,train
Chunk_6,99c94dc769b5d96e|2018-07-09--11-25-27,6,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/6,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/6/video.hevc,37435534,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,82511.845458,82571.794585,59.949127,20.000291,True,7.727455,16.04606,True,ok,train
Chunk_6,99c94dc769b5d96e|2018-07-09--11-25-27,7,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/7,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/7/video.hevc,37467054,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,82571.844575,82631.793728,59.949153,20.000283,True,19.353857,24.297041,True,ok,train
Chunk_6,99c94dc769b5d96e|2018-07-09--11-25-27,8,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/8,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/8/video.hevc,37482798,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,82631.843744,82691.792901,59.949157,20.000281,True,27.032025,28.5068,True,ok,train
Chunk_6,99c94dc769b5d96e|2018-07-09--11-25-27,9,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/9,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/9/video.hevc,37489518,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,82691.84289,82751.792087,59.949197,20.000268,True,29.11478,30.832425,True,ok,train
Chunk_6,99c94dc769b5d96e|2018-07-09--11-25-27,10,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/10,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/10/video.hevc,37483870,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,82751.842063,82811.791209,59.949146,20.000285,True,30.806484,32.75539,True,ok,train
Chunk_6,99c94dc769b5d96e|2018-07-09--11-25-27,11,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/11,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/11/video.hevc,37519038,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,82811.841199,82871.790357,59.949158,20.000281,True,32.11747,33.167062,True,ok,train
Chunk_6,99c94dc769b5d96e|2018-07-09--11-25-27,12,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/12,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/12/video.hevc,37486958,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,82871.840364,82931.789521,59.949157,20.000281,True,33.683261,35.091874,True,ok,train
Chunk_6,99c94dc769b5d96e|2018-07-09--11-25-27,13,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/13,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/13/video.hevc,37458350,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,82931.839559,82991.788674,59.949115,20.000295,True,34.884239,36.619655,True,ok,train
Chunk_6,99c94dc769b5d96e|2018-07-09--11-25-27,14,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/14,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/14/video.hevc,37475534,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,82991.838673,83051.787828,59.949155,20.000282,True,31.226531,37.247675,True,ok,train
Chunk_6,99c94dc769b5d96e|2018-07-09--11-25-27,15,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/15,Chunk_6/99c94dc769b5d96e|2018-07-09--11-25-27/15/video.hevc,37480734,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,83051.83785,83111.787003,59.949153,20.000283,True,29.80715,31.873312,True,ok,train
