chunk,route_id,segment_id,segment_path,video_path,video_size_bytes,has_raw_log_bz2,has_preview_png,has_frame_times,frame_times_shape,has_frame_positions,frame_positions_shape,has_frame_velocities,frame_velocities_shape,has_frame_orientations,frame_orientations_shape,frame_count,start_time_s,end_time_s,duration_s,estimated_fps,timestamps_monotonic,mean_speed_mps,max_speed_mps,usable,issue,split
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-03-57,3,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/3,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/3/video.hevc,37467994,True,True,True,1197,True,1197x3,True,1197x3,True,1197x4,1197,9314.094931,9374.044088,59.949157,19.950239,True,16.889244,22.626098,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-03-57,4,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/4,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/4/video.hevc,37402794,True,True,True,1197,True,1197x3,True,1197x3,True,1197x4,1197,9374.094099,9434.043273,59.949174,19.950233,True,7.717925,17.66749,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-03-57,5,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/5,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/5/video.hevc,37519962,True,True,True,1197,True,1197x3,True,1197x3,True,1197x4,1197,9434.093249,9494.042405,59.949156,19.950239,True,17.442682,25.601518,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-03-57,6,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/6,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/6/video.hevc,37506522,True,True,True,1199,True,1199x3,True,1199x3,True,1199x4,1199,9494.092407,9554.041618,59.949211,19.983582,True,29.849192,32.444903,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-03-57,7,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/7,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/7/video.hevc,37505354,True,True,True,1191,True,1191x3,True,1191x3,True,1191x4,1191,9554.091562,9614.040719,59.949157,19.850154,True,27.792729,31.18308,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-03-57,8,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/8,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/8/video.hevc,37404922,True,True,True,1198,True,1198x3,True,1198x3,True,1198x4,1198,9614.090723,9674.039873,59.94915,19.966922,True,30.419109,32.315169,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-03-57,9,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/9,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/9/video.hevc,37456682,True,True,True,1195,True,1195x3,True,1195x3,True,1195x4,1195,9674.089929,9734.039081,59.949152,19.916879,True,31.799772,33.984958,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-03-57,10,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/10,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/10/video.hevc,37533786,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,9734.089057,9794.038214,59.949157,20.000281,True,31.745321,33.884835,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-03-57,11,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/11,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-03-57/11/video.hevc,37532378,True,True,True,1201,True,1201x3,True,1201x3,True,1201x4,1201,9794.088198,9854.087349,59.999151,20.000283,True,28.002206,31.915571,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-50-48,7,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/7,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/7/video.hevc,37386298,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,12365.380494,12425.329668,59.949174,20.000276,True,27.313668,30.265606,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-50-48,8,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/8,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/8/video.hevc,37426906,True,True,True,1197,True,1197x3,True,1197x3,True,1197x4,1197,12425.379652,12485.278813,59.899161,19.966891,True,31.404148,31.856117,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-50-48,9,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/9,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/9/video.hevc,37471258,True,True,True,1199,True,1199x3,True,1199x3,True,1199x4,1199,12485.328807,12545.277984,59.949177,19.983594,True,29.906409,31.683836,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-50-48,10,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/10,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/10/video.hevc,37466410,True,True,True,1199,True,1199x3,True,1199x3,True,1199x4,1199,12545.327967,12605.277121,59.949154,19.983601,True,28.90213,31.065253,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-50-48,11,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/11,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/11/video.hevc,37551914,True,True,True,1201,True,1201x3,True,1201x3,True,1201x4,1201,12605.327118,12665.326282,59.999164,20.000279,True,30.891172,31.287397,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-50-48,12,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/12,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/12/video.hevc,37423738,True,True,True,1196,True,1196x3,True,1196x3,True,1196x4,1196,12665.376292,12725.325432,59.94914,19.933564,True,30.85226,31.095531,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-50-48,13,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/13,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/13/video.hevc,37485546,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,12725.375444,12785.324593,59.949149,20.000284,True,20.899273,30.053976,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-27--06-50-48,14,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/14,Chunk_1/b0c9d2329ad1606b|2018-07-27--06-50-48/14/video.hevc,37381642,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,12785.374585,12845.323751,59.949166,20.000278,True,17.64419,19.065153,True,ok,train
Chunk_1,b0c9d2329ad1606b|2018-07-29--11-17-20,3,Chunk_1/b0c9d2329ad1606b|2018-07-29--11-17-20/3,Chunk_1/b0c9d2329ad1606b|2018-07-29--11-17-20/3/video.hevc,37471418,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,311.213968,371.163122,59.949154,20.000282,True,7.671808,12.705494,True,ok,train
