chunk,route_id,segment_id,segment_path,video_path,video_size_bytes,has_raw_log_bz2,has_preview_png,has_frame_times,frame_times_shape,has_frame_positions,frame_positions_shape,has_frame_velocities,frame_velocities_shape,has_frame_orientations,frame_orientations_shape,frame_count,start_time_s,end_time_s,duration_s,estimated_fps,timestamps_monotonic,mean_speed_mps,max_speed_mps,usable,issue,split
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,37,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/37,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/37/video.hevc,37606554,True,True,True,1201,True,1201x3,True,1201x3,True,1201x4,1201,8877.360327,8937.359475,59.999148,20.000284,True,32.680942,33.402008,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,38,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/38,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/38/video.hevc,37509322,True,True,True,1199,True,1199x3,True,1199x3,True,1199x4,1199,8937.409477,8997.308652,59.899175,20.000275,True,32.835023,33.4176,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,39,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/39,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/39/video.hevc,37503434,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,8997.358693,9057.307811,59.949118,20.000294,True,31.614706,33.4549,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,40,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/40,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/40/video.hevc,37526714,True,True,True,1198,True,1198x3,True,1198x3,True,1198x4,1198,9057.357795,9117.306952,59.949157,19.96692,True,29.783988,32.586027,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,41,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/41,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/41/video.hevc,37505578,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,9117.356976,9177.306153,59.949177,20.000275,True,31.534956,33.649244,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,42,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/42,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/42/video.hevc,37516362,True,True,True,1199,True,1199x3,True,1199x3,True,1199x4,1199,9177.356103,9237.305301,59.949198,19.983587,True,30.849609,31.624719,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,43,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/43,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/43/video.hevc,37499882,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,9237.355264,9297.304433,59.949169,20.000277,True,31.667879,33.349767,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,44,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/44,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/44/video.hevc,37557402,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,9297.354418,9357.353582,59.999164,19.983612,True,30.664853,33.458924,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,45,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/45,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/45/video.hevc,37471962,True,True,True,1199,True,1199x3,True,1199x3,True,1199x4,1199,9357.403577,9417.302736,59.899159,20.000281,True,23.768216,31.488354,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,46,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/46,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/46/video.hevc,37438138,True,True,True,1197,True,1197x3,True,1197x3,True,1197x4,1197,9417.35282,9477.301892,59.949072,19.950267,True,4.940622,19.798256,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,47,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/47,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/47/video.hevc,37558042,True,True,True,1201,True,1201x3,True,1201x3,True,1201x4,1201,9477.351896,9537.351091,59.999195,20.000268,True,6.723399,18.516147,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-18--18-20-55,48,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/48,Chunk_2/b0c9d2329ad1606b|2018-08-18--18-20-55/48/video.hevc,37487226,True,True,True,1198,True,1198x3,True,1198x3,True,1198x4,1198,9537.40105,9597.300205,59.899155,19.983587,True,5.594372,17.41938,True,ok,train
Chunk_2,b0c9d2329ad1606b|2018-08-24--18-40-57,4,Chunk_2/b0c9d2329ad1606b|2018-08-24--18-40-57/4,Chunk_2/b0c9d2329ad1606b|2018-08-24--18-40-57/4/video.hevc,37567418,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,105221.444893,105281.394049,59.949156,20.000282,True,11.899845,16.674549,True,ok,train
