chunk,route_id,segment_id,segment_path,video_path,video_size_bytes,has_raw_log_bz2,has_preview_png,has_frame_times,frame_times_shape,has_frame_positions,frame_positions_shape,has_frame_velocities,frame_velocities_shape,has_frame_orientations,frame_orientations_shape,frame_count,start_time_s,end_time_s,duration_s,estimated_fps,timestamps_monotonic,mean_speed_mps,max_speed_mps,usable,issue,split
Chunk_4,99c94dc769b5d96e|2018-06-09--19-18-40,30,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/30,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/30/video.hevc,37490126,True,True,True,1199,True,1199x3,True,1199x3,True,1199x4,1199,26921.503742,26981.4029,59.899158,20.000281,True,27.369594,37.722958,True,ok,train
Chunk_4,99c94dc769b5d96e|2018-06-09--19-18-40,31,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/31,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/31/video.hevc,37458094,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,26981.452899,27041.40205,59.949151,20.000283,True,3.968642,25.038584,True,ok,train
Chunk_4,99c94dc769b5d96e|2018-06-09--19-18-40,32,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/32,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/32/video.hevc,37569070,True,True,True,1201,True,1201x3,True,1201x3,True,1201x4,1201,27041.452055,27101.45121,59.999155,20.000282,True,13.453077,16.413681,True,ok,train
Chunk_4,99c94dc769b5d96e|2018-06-09--19-18-40,33,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/33,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/33/video.hevc,37421806,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,27101.501215,27161.450372,59.949157,20.000281,True,8.867686,15.010388,True,ok,train
Chunk_4,99c94dc769b5d96e|2018-06-09--19-18-40,34,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/34,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/34/video.hevc,37535438,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,27161.500367,27221.449547,59.94918,20.000274,True,4.09083,9.95422,True,ok,train
Chunk_4,99c94dc769b5d96e|2018-06-09--19-18-40,35,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/35,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/35/video.hevc,37459214,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,27221.499527,27281.448675,59.949148,20.000284,True,1.465013,6.486602,True,ok,train
Chunk_4,99c94dc769b5d96e|2018-06-09--19-18-40,36,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/36,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/36/video.hevc,37446270,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,27281.498674,27341.447858,59.949184,20.000272,True,0.046529,0.357218,True,ok,train
Chunk_4,99c94dc769b5d96e|2018-06-09--19-18-40,37,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/37,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/37/video.hevc,37408334,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,27341.497831,27401.446997,59.949166,20.000278,True,0.106781,0.782499,True,ok,train
Chunk_4,99c94dc769b5d96e|2018-06-09--19-18-40,38,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/38,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/38/video.hevc,37457006,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,27401.496996,27461.446156,59.94916,20.00028,True,0.125024,1.256398,True,ok,train
Chunk_4,99c94dc769b5d96e|2018-06-09--19-18-40,39,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/39,Chunk_4/99c94dc769b5d96e|2018-06-09--19-18-40/39/video.hevc,37433726,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,27461.496152,27521.445312,59.94916,20.00028,True,0.085874,0.760065,True,ok,train
