chunk,route_id,segment_id,segment_path,video_path,video_size_bytes,has_raw_log_bz2,has_preview_png,has_frame_times,frame_times_shape,has_frame_positions,frame_positions_shape,has_frame_velocities,frame_velocities_shape,has_frame_orientations,frame_orientations_shape,frame_count,start_time_s,end_time_s,duration_s,estimated_fps,timestamps_monotonic,mean_speed_mps,max_speed_mps,usable,issue,split
Chunk_8,99c94dc769b5d96e|2018-08-08--11-11-16,28,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/28,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/28/video.hevc,37465598,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,96187.46537,96247.41453,59.94916,20.00028,True,32.430127,33.022147,True,ok,train
Chunk_8,99c94dc769b5d96e|2018-08-08--11-11-16,29,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/29,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/29/video.hevc,37493966,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,96247.464542,96307.413708,59.949166,20.000278,True,33.346402,34.379815,True,ok,train
Chunk_8,99c94dc769b5d96e|2018-08-08--11-11-16,30,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/30,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/30/video.hevc,37502414,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,96307.463709,96367.412847,59.949138,20.000288,True,34.224199,34.602711,True,ok,train
Chunk_8,99c94dc769b5d96e|2018-08-08--11-11-16,31,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/31,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/31/video.hevc,37490446,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,96367.462884,96427.412003,59.949119,20.000294,True,33.937969,34.534266,True,ok,train
Chunk_8,99c94dc769b5d96e|2018-08-08--11-11-16,32,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/32,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/32/video.hevc,37498622,True,True,True,1199,True,1199x3,True,1199x3,True,1199x4,1199,96427.462,96487.411169,59.949169,19.983596,True,29.692753,32.811955,True,ok,train
Chunk_8,99c94dc769b5d96e|2018-08-08--11-11-16,33,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/33,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/33/video.hevc,37468862,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,96487.461195,96547.410323,59.949128,20.000291,True,30.741201,34.593059,True,ok,train
Chunk_8,99c94dc769b5d96e|2018-08-08--11-11-16,34,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/34,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/34/video.hevc,37527694,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,96547.460335,96607.409473,59.949138,20.000288,True,31.060163,32.456855,True,ok,train
Chunk_8,99c94dc769b5d96e|2018-08-08--11-11-16,35,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/35,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/35/video.hevc,37450910,True,True,True,1199,True,1199x3,True,1199x3,True,1199x4,1199,96607.459484,96667.358641,59.899157,20.000281,True,33.179543,34.349343,True,ok,train
Chunk_8,99c94dc769b5d96e|2018-08-08--11-11-16,36,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/36,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/36/video.hevc,37594334,True,True,True,1201,True,1201x3,True,1201x3,True,1201x4,1201,96667.408633,96727.407791,59.999158,20.000281,True,26.031427,34.221995,True,ok,train
Chunk_8,99c94dc769b5d96e|2018-08-08--11-11-16,37,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/37,Chunk_8/99c94dc769b5d96e|2018-08-08--11-11-16/37/video.hevc,37510030,True,True,True,1200,True,1200x3,True,1200x3,True,1200x4,1200,96727.457784,96787.406942,59.949158,20.000281,True,9.766804,19.677942,True,ok,train
